City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
katsuura,35.1521846,140.3207449,,,,,,
bredasdorp,-34.533055,20.042778,,,,,,
baherden,38.4259972,57.429268303456624,,,,,,
margate,46.4557146,-63.5780151322165,,,,,,
maldonado,-34.9087162,-54.9582718,,,,,,
vanimo,-2.6847646,141.3009131,,,,,,
hami,42.817404,93.5142008,,,,,,
jamestown,-15.9277296,-5.7160872,,,,,,
dikson,73.5083894,80.5123816,,,,,,
senno,57.762169,27.949108,,,,,,
nikolskoye,59.7034799,30.7861084,,,,,,
rikitea,-23.1229544,-134.9680141,,,,,,
nishihara,26.227791,127.76054,,,,,,
barcelos,41.5314496,-8.6192306,,,,,,
hermanus,-34.4175,19.2361111,,,,,,
taolanaro,No found,No found,,,,,,
oktyabrskoye,52.345226,55.507576,,,,,,
jeremoabo,-10.0754917,-38.3476326,,,,,,
nieuw amsterdam,40.7127281,-74.0060152,,,,,,
torbay,-34.988538500000004,117.64655262347733,,,,,,
pueblo rico,5.2215828,-76.0302092,,,,,,
rocha,-34.4810095,-54.3365608,,,,,,
sur,37.9110723,40.2366499,,,,,,
punta arenas,-53.1625688,-70.907822,,,,,,
biak,-0.9131174,122.8765606,,,,,,
vanavara,60.345203,102.28093,,,,,,
lebu,-37.6099644,-73.6559477,,,,,,
bambous virieux,-20.3439274,57.7637829,,,,,,
busselton,-33.644499,115.3488754,,,,,,
tenkodogo,11.7828079,-0.3651416,,,,,,
ngunguru,-35.6333633,174.5007751,,,,,,
port alfred,-34.60076,137.89558,,,,,,
anadyr,64.7316875,177.5060925,,,,,,
lorengau,-2.0329567,147.2789185,,,,,,
tuktoyaktuk,69.4440189,-133.031904,,,,,,
kaitangata,-46.2817388,169.8464139,,,,,,
butaritari,2.9205375,172.91886331442205,,,,,,
san-pedro,9.39663005,-75.03354633922669,,,,,,
fortuna,40.597407,-124.156034,,,,,,
moerai,-22.4513512,-151.3422359,,,,,,
coquimbo,-29.9531928,-71.3379884,,,,,,
georgetown,30.6326942,-97.6772311,,,,,,
ushuaia,-54.8069332,-68.3073246,,,,,,
meulaboh,4.1481951,96.1339107,,,,,,
sentyabrskiy,45.27767,148.50263,,,,,,
portland,-38.3456231,141.6042304,,,,,,
fevralsk,52.45705,130.852829,,,,,,
khatanga,71.9819205,102.4714765,,,,,,
cabedelo,-6.97324,-34.8351609,,,,,,
vaini,15.3359801,74.4925991,,,,,,
zhigansk,66.76564,123.3741,,,,,,
arraial do cabo,-22.9662839,-42.024427,,,,,,
berlin,52.5170365,13.3888599,,,,,,
mataura,-46.192734,168.8642685,,,,,,
albany,-35.0247822,117.883608,,,,,,
kodiak,57.79,-152.4072222,,,,,,
chokurdakh,70.6193824,147.902397,,,,,,
lompoc,34.6391501,-120.4579409,,,,,,
hvalso,55.5953424,11.8592384,,,,,,
saskylakh,71.9649533,114.0939433,,,,,,
sao joao da barra,-21.6348588,-41.0487079,,,,,,
dedza,-14.3807275,34.3282385,,,,,,
mogadishu,2.0349312,45.3419183,,,,,,
palabuhanratu,-6.9882409,106.5503728,,,,,,
belaya gora,68.53701,146.187286,,,,,,
upernavik,72.7847392,-56.1469625,,,,,,
kapaa,22.0833399,-159.34635231502904,,,,,,
sibenik,45.8121186,17.1834889,,,,,,
east london,-33.0191604,27.8998573,,,,,,
qaanaaq,77.4686357,-69.2222746,,,,,,
cape town,-33.928992,18.417396,,,,,,
hasaki,35.7529706,140.8201321,,,,,,
saint-philippe,45.3583776,-73.4783036,,,,,,
souillac,44.8980172,1.46943,,,,,,
atuona,-9.8037347,-139.0425737,,,,,,
pangnirtung,66.1480197,-65.7172826,,,,,,
barentsburg,78.065362,14.2172367,,,,,,
flinders,-40.390972500000004,148.21659240585,,,,,,
castro,45.802987,10.06706,,,,,,
agua verde,32.0401127,-110.6236768,,,,,,
tautira,-17.7488905,-149.1691058,,,,,,
saint george,44.0164709,-69.1989341,,,,,,
guerrero negro,27.9709506,-114.036389,,,,,,
charters towers,-20.0714089,146.2709824,,,,,,
tuy hoa,46.6520483,126.9607485,,,,,,
griffith,-34.2870772,146.0551022,,,,,,
muros,42.7744106,-9.0575351,,,,,,
aklavik,68.2182579,-135.013585,,,,,,
shimoda,34.679545,138.945379,,,,,,
grand river south east,-20.286609,57.779994,,,,,,
luziania,-16.2535456,-47.9500276,,,,,,
srednekolymsk,67.455497,153.7071456,,,,,,
christchurch,-43.530955,172.6366455,,,,,,
avarua,-21.2074736,-159.7708145,,,,,,
vardo,43.95995,4.297637002377168,,,,,,
vadso,70.22671985,29.78277929931153,,,,,,
zhezkazgan,47.7964459,67.70618078166055,,,,,,
wahran,35.62158615,-0.7016142676845641,,,,,,
nome,64.5011111,-165.4063889,,,,,,
vila,11.9914269,-2.1125186,,,,,,
vila velha,-20.3297037,-40.2920174,,,,,,
ancud,-41.8682162,-73.8287225,,,,,,
geraldton,-28.77035,114.6147159,,,,,,
nyurba,63.286648,118.354149,,,,,,
hilo,33.3617849,-92.2726421,,,,,,
tuatapere,-46.1323096,167.6907627,,,,,,
ponta do sol,32.681067,-17.104073,,,,,,
brzeg dolny,51.2672298,16.7075883,,,,,,
tasiilaq,65.6152573,-37.6378149,,,,,,
nizhneyansk,71.440445,136.130646,,,,,,
dudinka,69.406067,86.175072,,,,,,
antofagasta,-23.6463741,-70.3980033,,,,,,
attawapiskat,52.9244075,-82.4270112,,,,,,
kirakira,-10.4568963,161.9201736,,,,,,
pevek,69.7028171,170.2746851,,,,,,
santa cruz,36.9743626,-122.0294673,,,,,,
yulara,-25.2410108,130.9869405,,,,,,
chipinge,-20.188929,32.619425,,,,,,
asyut,27.2065132,31.550028223412646,,,,,,
lincoln,53.2293545,-0.5404819,,,,,,
okhotsk,59.3643921,143.2410816,,,,,,
mayor pablo lagerenza,-25.2891648,-57.6507403,,,,,,
pangai,-19.8054603,-174.3489373,,,,,,
santa maria do para,-1.3455478,-47.5782981,,,,,,
inta,66.039749,60.13158,,,,,,
kapoeta,4.7691017,33.58997,,,,,,
kota kinabalu,5.9780066,116.0728988,,,,,,
la ronge,55.1005283,-105.2900485,,,,,,
adre,13.4664563,22.1977187,,,,,,
naantali,60.4688687,22.0291149,,,,,,
puerto ayora,-0.7471674,-90.3134198,,,,,,
kazuno,40.2157445,140.7882193,,,,,,
dinagat,9.9612337,125.5918632,,,,,,
dzhebariki-khaya,62.218327,135.859451,,,,,,
thompson,55.743347,-97.863464,,,,,,
hobart,-42.8825088,147.3281233,,,,,,
salalah,17.0174945,54.1010923,,,,,,
port blair,11.6645348,92.7390448,,,,,,
umm lajj,16.560472,43.88996,,,,,,
senmonorom,12.4568561,107.1865184,,,,,,
tucuman,-26.5643582,-64.882397,,,,,,
faya,13.6777637,-6.1585269,,,,,,
illoqqortoormiut,70.4850588,-21.9641992,,,,,,
new norfolk,-42.7801998,147.0615332,,,,,,
kuusamo,65.9645637,29.1883283,,,,,,
norman wells,65.282401,-126.832725,,,,,,
kozmodemyansk,56.3324346,46.5462855,,,,,,
tessalit,20.2019542,1.0124531,,,,,,
mareeba,-16.991558,145.4226637,,,,,,
siderno,38.2761626,16.2981599,,,,,,
ribeira grande,37.8225227,-25.5194914,,,,,,
comodoro rivadavia,-45.8632024,-67.4752615,,,,,,
samusu,-13.9974088,-171.4288872,,,,,,
hovd,63.8342257,10.6978429,,,,,,
deputatskiy,54.8408485,61.1269918,,,,,,
buin,-33.7319741,-70.7419619,,,,,,
dingle,-30.465,152.8177778,,,,,,
komsomolskiy,43.98266,46.6950001,,,,,,
jalu,29.0331149,21.5482209,,,,,,
carnarvon,-24.8826131,113.6576486,,,,,,
hailar,49.2388564,120.0228716,,,,,,
nichinan,31.6019221,131.3788769,,,,,,
lima,40.7399785,-84.105006,,,,,,
victoria,-4.6232085,55.452359,,,,,,
usinsk,65.995731,57.5571267,,,,,,
inhambane,-23.865961,35.384363,,,,,,
quzhou,28.973887,118.8540924,,,,,,
baragua,10.5832137,-69.9484037,,,,,,
faridpur,28.2083265,79.5375964,,,,,,
luderitz,52.50177465,11.728958600823365,,,,,,
arona,45.7598366,8.5604081,,,,,,
severo-kurilsk,50.6683048,156.1154399,,,,,,
belushya guba,71.5376984,52.3427343,,,,,,
tilichiki,60.429134,166.057053,,,,,,
provideniya,64.4237364,-173.2273726,,,,,,
tura,47.60935,19.5949442,,,,,,
kolodeznyy,46.8321845,29.5830848,,,,,,
yellowknife,62.4540807,-114.377385,,,,,,
qaqortoq,60.718202,-46.0385214,,,,,,
grindavik,63.844239,-22.4317498,,,,,,
mahebourg,-20.4111041,57.7060616,,,,,,
college,3.0593547,34.1375023,,,,,,
arawa,-6.2262566,155.5651139,,,,,,
mar del plata,-37.9977225,-57.5482703,,,,,,
port macquarie,-31.4299499,152.9103525,,,,,,
pascagoula,30.3646795,-88.5585995,,,,,,
varzelandia,-15.701667,-44.027223,,,,,,
chara,56.9076194,118.2672919,,,,,,
cidreira,-30.1657063,-50.218331,,,,,,
afmadu,0.5148092,42.0730434,,,,,,
barrow,52.7271293,-0.6830084,,,,,,
ituni,5.5324605,-58.2572523,,,,,,
ilka,51.66851,108.7972936,,,,,,
boke,11.3406898,-13.9440724,,,,,,
san ramon,37.7648021,-121.9544387,,,,,,
bluff,-23.5799973,149.0661092,,,,,,
korla,41.7238743,86.173541,,,,,,
kismayo,-0.3602433,42.5409025,,,,,,
berlevag,70.79904505,29.150528646532546,,,,,,
lagoa,37.13258125,-8.45505094811731,,,,,,
lazaro cardenas,15.1736223,-92.552146,,,,,,
vilyuysk,63.754082,121.626549,,,,,,
malanje,-9.535332,16.9364293,,,,,,
aswan,24.091071,32.897306,,,,,,
worthing,50.8115402,-0.3699697,,,,,,
cooma,-36.23563,149.1264221,,,,,,
mingshui,47.1747821,125.8813422,,,,,,
verkhoturye,58.861702,60.809338,,,,,,
makakilo city,21.3469444,-158.0858333,,,,,,
perth,-31.9558964,115.8605801,,,,,,
hervey bay,-25.2985784,152.8535216,,,,,,
raga,11.80501475,10.530188496056002,,,,,,
camacha,32.679439,-16.8448679,,,,,,
hun,29.1245649,15.9402605,,,,,,
longyearbyen,78.2231558,15.6463656,,,,,,
nemuro,43.3301154,145.5829068,,,,,,
beringovskiy,63.0255136,179.2936001,,,,,,
sitka,57.0524973,-135.337612,,,,,,
menongue,-14.6610713,17.6820336,,,,,,
puerto escondido,15.8693331,-97.0726428,,,,,,
xining,36.617331,101.7761976,,,,,,
tiksi,71.636604,128.868546,,,,,,
daru,-9.069901,143.210029,,,,,,
hamilton,43.2560802,-79.8728583,,,,,,
kazalinsk,45.76255,62.101181,,,,,,
port hardy,50.7244402,-127.4976081,,,,,,
selishche,64.9541338,46.3493458,,,,,,
isangel,-19.5410863,169.2810885,,,,,,
mys shmidta,68.8928813,-179.4130958,,,,,,
caravelas,-17.7296514,-39.2660082,,,,,,
leh,34.1642029,77.5848133,,,,,,
karratha,-20.7370067,116.8478592,,,,,,
roma,-26.5674,148.78751,,,,,,
poum,-20.2316547,164.029894,,,,,,
taksimo,56.355515,114.837982,,,,,,
yumen,40.2916528,97.0448526,,,,,,
saleaula,-13.467068950000002,-172.3367182107027,,,,,,
mafra,38.9369782,-9.3282374,,,,,,
iqaluit,63.74944,-68.521857,,,,,,
san carlos,37.504936,-122.261823,,,,,,
chumikan,54.7171986,135.3172842,,,,,,
bogen,48.9082826,12.7185426,,,,,,
narsaq,60.9127453,-46.0452698,,,,,,
aden,38.6549116,-77.5369054,,,,,,
miraflores,-16.3501806,-71.46244000723544,,,,,,
west bay,45.7050561,-61.1711417,,,,,,
kidal,19.802089000000002,0.7253124568557916,,,,,,
urumqi,43.8244074,87.6139038,,,,,,
tabou,4.4194457,-7.3603666,,,,,,
vaitupu,-7.4769458,178.6807836433052,,,,,,
pacific grove,36.6211149,-121.917794,,,,,,
wajir,1.7504651,40.0594959,,,,,,
bathsheba,13.2129361,-59.5227245,,,,,,
constitucion,-35.3318306,-72.4118998,,,,,,
chuy,-33.6937948,-53.4561114,,,,,,
tahe,31.3515157,108.0725183,,,,,,
smithers,54.7792074,-127.1760991,,,,,,
gwanda,12.5772,8.568,,,,,,
verkh-usugli,52.6864,115.18607,,,,,,
lalin,49.6416935,22.1086686,,,,,,
rawson,-37.9568186,146.3996667,,,,,,
am timan,11.0396368,20.2826429,,,,,,
pozo colorado,10.6657426,-63.3206517,,,,,,
avera,33.1940354,-82.5270728,,,,,,
el faiyum,29.3074076,30.8399651,,,,,,
colares,-0.936423,-48.280254,,,,,,
tabiauea,0.92746,173.02772,,,,,,
airai,7.3599342,134.5601154,,,,,,
lavrentiya,65.5837793,-171.0058116,,,,,,
lar,-28.8166236,24.991639,,,,,,
pisco,-13.7099813,-76.2029793,,,,,,
naze,5.4519997,7.0566745,,,,,,
enid,36.3967623,-97.8791341,,,,,,
chitral,35.850889,71.7901897,,,,,,
rangoon,-30.490037700000002,151.69248564999998,,,,,,
bowen,-20.012125,148.2462901,,,,,,
snyder,32.7180803,-100.918231,,,,,,
tukrah,32.532222,20.572222,,,,,,
micheweni,-4.9828117,39.8331878,,,,,,
port elizabeth,13.01129,-61.235154,,,,,,
bethel,60.7922222,-161.755833,,,,,,
lemesos,34.6852901,33.0332657,,,,,,
riohacha,11.5352153,-72.9119566,,,,,,
nanortalik,60.1400246,-45.2428523,,,,,,
vao,-15.897936699999999,167.30909894268805,,,,,,
tefe,-3.3485276,-64.7102278,,,,,,
faanui,-16.48243875,-151.73383197031578,,,,,,
hvammstangi,65.3969593,-20.9440293,,,,,,
bengkulu,-3.7922858,102.2623797,,,,,,
suntar,62.157455,117.646332,,,,,,
ahuimanu,21.4406125,-157.8321451624266,,,,,,
honningsvag,70.9802638,25.977841,,,,,,
hofn,64.2532647,-15.2080441,,,,,,
krivodol,43.3675147,23.4751394,,,,,,
sao filipe,14.92142505,-24.442024499286134,,,,,,
key west,24.5625566,-81.7724368,,,,,,
saint-dizier,48.6371125,4.9473513,,,,,,
bom jesus da lapa,-13.2505292,-43.4107272,,,,,,
sagae,38.3808731,140.2759709,,,,,,
mizan teferi,6.9952914,35.5868945,,,,,,
saint-leu,-21.1677694,55.2881932,,,,,,
amderma,69.7522076,61.662267280204404,,,,,,
zaysan,47.987953,84.04549624301771,,,,,,
esperance,-33.858228,121.8931606,,,,,,
clyde river,46.2239354,-63.2576799,,,,,,
acari,-6.4364689,-36.6394777,,,,,,
port lincoln,-34.7211905,135.8592218,,,,,,
lahij,13.166667,44.583333,,,,,,
kudahuvadhoo,2.6704688,72.89060791131976,,,,,,
okha,53.5891082,142.9497542,,,,,,
waddan,29.1613826,16.141311,,,,,,
san patricio,27.9695325,-97.7731720386266,,,,,,
pingzhuang,35.5865049,103.400394,,,,,,
suez,29.974498,32.537086,,,,,,
negombo,7.2094282,79.833117,,,,,,
praia,14.9162811,-23.5095095,,,,,,
kavieng,-2.573474,150.795224,,,,,,
kegayli,42.7752285,59.60939543372782,,,,,,
hlatikulu,-26.9738777,31.3255167,,,,,,
herat,34.1577182,62.2905676,,,,,,
innisfail,-17.5241721,146.0311418,,,,,,
altay,47.1001782,88.4341751,,,,,,
caidian,30.5389289,114.0821056,,,,,,
kikwit,-5.0383083,18.8178447,,,,,,
saldanha,38.7344792,-9.1450431,,,,,,
prince rupert,54.3126572,-130.32549,,,,,,
semnan,35.5834074,53.3882906,,,,,,
tsihombe,-25.318547,45.484057,,,,,,
mugur-aksy,50.3800035,90.441721,,,,,,
brae,60.3963461,-1.3536585,,,,,,
te anau,-35.421631399999995,144.8145259814787,,,,,,
tezu,27.9254195,96.1647135,,,,,,
basco,20.4509391,121.9694855,,,,,,
jaru,-10.431826,-62.478769,,,,,,
vysokogornyy,50.097515,139.125916,,,,,,
palma,39.5695818,2.6500745,,,,,,
vestmanna,62.156,-7.166,,,,,,
bajo baudo,5.00183435,-77.15789946768751,,,,,,
bur gabo,-1.236385,41.843358,,,,,,
swakopmund,-22.6767841,14.5313988,,,,,,
tingo maria,-9.37314905,-76.003440987375,,,,,,
ashland,38.4784144,-82.6379387,,,,,,
rio gallegos,-51.6232352,-69.2158996,,,,,,
sola,58.88099305,5.622712653837669,,,,,,
igarka,67.4566185,86.5308425,,,,,,
siocon,7.7064072,122.1359108,,,,,,
santa ana,33.7494951,-117.8732213,,,,,,
ketchikan,55.3430696,-131.6466819,,,,,,
hojai,26.0031945,92.8522896,,,,,,
arman,28.3724085,83.41134304992792,,,,,,
sawtell,-30.3689782,153.1002694,,,,,,
borba,38.8057942,-7.4542105,,,,,,
klaksvik,62.2266084,-6.5852705,,,,,,
rybachiy,48.7072837,44.7449307,,,,,,
laguna,-28.4837443,-48.7816572,,,,,,
kahului,20.8747708,-156.4529879461996,,,,,,
tumannyy,68.88472,35.69444,,,,,,
grand gaube,-20.0086191,57.6644156,,,,,,
kysyl-syr,63.898602,122.771309,,,,,,
merthyr tydfil,51.7490624,-3.3786183,,,,,,
necochea,-38.5545494,-58.7392624,,,,,,
maumere,-8.6256456,122.2192885,,,,,,
rio grande,-53.7856766,-67.7016369,,,,,,
toora-khem,52.4679232,96.117896,,,,,,
sakakah,29.9784008,40.2047701,,,,,,
epe,6.5858219,3.9753453,,,,,,
mehamn,71.0389923,27.8517589,,,,,,
bandarbeyla,9.4952646,50.8127815,,,,,,
nantucket,41.315731400000004,-70.00901408779944,,,,,,
sorvag,68.0369493,15.3884863,,,,,,
seoul,37.5666791,126.9782914,,,,,,
alyangula,-13.8489517,136.4199111,,,,,,
hithadhoo,-0.61557095,73.09329451363413,,,,,,
taoudenni,22.6762333,-3.9805269,,,,,,
plettenberg bay,51.220335,7.956622,,,,,,
soe,58.2131773,25.929129,,,,,,
wahiawa,21.500624100000003,-158.0166720181598,,,,,,
hualmay,-11.0967129,-77.6129018,,,,,,
camenca,48.0321816,28.7042359,,,,,,
goderich,43.7430924,-81.7110949,,,,,,
bargal,11.286823,51.07795,,,,,,
marcona,-15.2155331,-75.08303444567473,,,,,,
tapaua,-5.6232283,-63.1879157,,,,,,
mount isa,-20.7289898,139.4931522,,,,,,
kostomuksha,64.5873013,30.5969076,,,,,,
radishchevo,52.8520485,47.8706585,,,,,,
kavaratti,10.5672203,72.6394636,,,,,,
petropavlovsk-kamchatskiy,53.0199838,158.6471356,,,,,,
port shepstone,-30.742778,30.450556,,,,,,
impfondo,1.6187416,18.0623499,,,,,,
pombia,45.65083,8.6322926,,,,,,
cockburn town,21.4607723,-71.1399956,,,,,,
buala,-8.145546,159.5930366,,,,,,
nuuk,64.175029,-51.7355386,,,,,,
methoni,36.8225626,21.707166,,,,,,
bay-khaak,51.1601031,94.4651991,,,,,,
buhl,48.9161045,8.0063486,,,,,,
kokoda,-27.3791719,152.9559359,,,,,,
vila franca do campo,37.7171624,-25.4335352,,,,,,
iracoubo,5.4794424,-53.2057374,,,,,,
fort walton beach,30.4057552,-86.618842,,,,,,
shemgang,27.08211485,90.84089839206902,,,,,,
quang ngai,14.9635349,108.6642632,,,,,,
roswell,34.02332,-84.360022,,,,,,
salisbury,51.0690613,-1.7954134,,,,,,
guatire,10.4684588,-66.5431115,,,,,,
cerrito,-31.8546304,-52.8151659,,,,,,
zhitikara,52.1856061,61.1893675,,,,,,
digoin,46.4810422,3.9786291,,,,,,
rockhampton,-23.3782137,150.5134227,,,,,,
trincomalee,8.576425,81.2344952,,,,,,
buritizeiro,-17.3667765,-44.9647781,,,,,,
san ignacio,9.7972275,-84.162439,,,,,,
razgrad,43.5258211,26.5230603,,,,,,
unai,12.8805073,78.974761,,,,,,
kruisfontein,-34.0119558,24.7433295,,,,,,
tazovskiy,67.48438635,78.64626313083463,,,,,,
soyo,-6.1333775,12.3717548,,,,,,
auki,-8.7706074,160.6992655,,,,,,
ende,-8.8439147,121.647964,,,,,,
peleduy,59.625267,112.750214,,,,,,
visnes,59.3565286,5.2382304,,,,,,
belyy yar,53.596436,91.382362,,,,,,
dakar,14.693425,-17.447938,,,,,,
ucluelet,48.9426817,-125.5460498,,,,,,
haibowan,39.6905523,106.8177375,,,,,,
duldurga,50.675007,113.589348,,,,,,
oranjemund,-28.551932,16.428415,,,,,,
kandrian,-6.2074238,149.5476443,,,,,,
moose factory,51.2602173,-80.6032819,,,,,,
zaigrayevo,51.834293,108.270615,,,,,,
konstantinovsk,47.582352,41.097084,,,,,,
shenjiamen,29.9479371,122.2798413,,,,,,
karpinsk,59.7667893,60.0009267,,,,,,
lekoni,-1.1941669,13.8499452,,,,,,
vydrino,51.4611218,104.6441563,,,,,,
pumiao,22.7519328,108.4907358,,,,,,
paamiut,61.994618,-49.6659478,,,,,,
codrington,-28.9483333,153.2427778,,,,,,
aizkraukle,56.6010778,25.2542544,,,,,,
sundsvall,62.3907552,17.3071024,,,,,,
ukiah,39.1501662,-123.2077861,,,,,,
natchitoches,31.7606732,-93.0860209,,,,,,
jiblah,13.919484,44.121259,,,,,,
maraba,-2.5416203,29.630508004392677,,,,,,
halifax,-18.5800019,146.2856942,,,,,,
virginia beach,36.8529841,-75.9774183,,,,,,
oistins,13.0631947,-59.542242,,,,,,
ahipara,-35.1754824,173.1469345,,,,,,
mungwi,-10.1721564,31.3666964,,,,,,
shellbrook,53.22248,-106.387482,,,,,,
susangerd,31.5565801,48.1880626,,,,,,
weligama,5.975419,80.4290918,,,,,,
hanna,51.6445566,-111.927479,,,,,,
camapua,-19.5291747,-54.0434641,,,,,,
solnechnyy,50.723808,136.64006,,,,,,
choloma,15.6127426,-87.950694,,,,,,
imeni poliny osipenko,52.422848,136.48938,,,,,,
el alto,-16.5048228,-68.1624337,,,,,,
fillira,41.121613,25.6322329,,,,,,
meyungs,7.35381,134.45963,,,,,,
mogadouro,41.3418708,-6.7121674,,,,,,
pedernales,17.8589278,-71.2916952,,,,,,
taltal,-25.4078293,-70.4858424,,,,,,
diego de almagro,-26.3910794,-70.0459281,,,,,,
saint-jacques,43.9688227,6.3761968,,,,,,
ilabaya,-17.4207391,-70.5127463,,,,,,
south venice,27.0531128,-82.4242628,,,,,,
kangaatsiaq,68.3091537,-53.4614913,,,,,,
najran,17.5439809,44.2246817,,,,,,
kulhudhuffushi,6.6233167,73.06946631896413,,,,,,
mitsamiouli,-11.3888547,43.2930126,,,,,,
novyy urengoy,66.08333,76.63333,,,,,,
manicore,-5.804618,-61.289483,,,,,,
voyvozh,62.8934678,54.963917,,,,,,
ulaangom,49.9800327,92.068851,,,,,,
omsukchan,62.5127643,155.7823514,,,,,,
palmer,-34.8527976,139.1600623,,,,,,
camanducaia,-22.755278,-46.144444,,,,,,
barsovo,61.253277,73.186462,,,,,,
wuxue,29.847035,115.5562861,,,,,,
duobao,29.403765,116.1271012,,,,,,
moroni,-11.6931255,43.2543044,,,,,,
phuket,7.8847901,98.3891503,,,,,,
ondorhaan,47.3256114,110.6649133,,,,,,
ust-nera,64.566376,143.237839,,,,,,
beloha,-25.173662,45.0610399,,,,,,
sibu,2.2906434,111.8256158,,,,,,
chula vista,32.6400541,-117.0841955,,,,,,
dubrovnik,42.64873625,18.094680152605108,,,,,,
trinidad,37.169397,-104.5005411,,,,,,
summerside,46.394306,-63.789368,,,,,,
rio de jesus,7.9785344,-81.1356215,,,,,,
buchanan,-32.8149936,151.5177744,,,,,,
matameye,13.422144,8.47855,,,,,,
asgabat,37.9404648,58.3823487,,,,,,
half moon bay,37.4635519,-122.428586,,,,,,
rawannawi,2.0520799,173.2627529,,,,,,
tyret pervaya,43.014757,44.647871,,,,,,
antalaha,-14.9012302,50.2810433,,,,,,
russell,38.895289,-98.859806,,,,,,
arauco,-37.246248,-73.3176399,,,,,,
bera,43.2813278,-1.6796472,,,,,,
pilar,9.8638279,126.100284,,,,,,
launceston,-41.4340813,147.1373496,,,,,,
rockingham,-32.2851899,115.7426524,,,,,,
dumas,35.8630199,-101.9663192,,,,,,
cayenne,4.9371143,-52.3258307,,,,,,
severo-yeniseyskiy,60.3725,93.04083,,,,,,
port augusta,-32.4908819,137.7639874,,,,,,
pitimbu,-7.4728063,-34.811233,,,,,,
deming,32.2627416,-107.7581979,,,,,,
pontes e lacerda,-15.2315171,-59.3349512,,,,,,
talnakh,69.4939889,88.3907607,,,,,,
zhireken,52.821419,117.286469,,,,,,
ilulissat,69.2197127,-51.0986385,,,,,,
eureka,40.7906871,-124.1673746,,,,,,
coihaique,-45.5711804,-72.0684863,,,,,,
saint-pierre,48.3832725,7.4718731,,,,,,
vetlanda,57.4260178,15.0870226,,,,,,
laurel,31.6940509,-89.1306124,,,,,,
tarakan,3.3416343,117.59862807440442,,,,,,
saint-joseph,49.5344534,-1.529802,,,,,,
zapolyarnyy,69.426239,30.819939,,,,,,
bokovskaya,49.228859,41.834743,,,,,,
uberaba,-19.750833,-47.936666,,,,,,
podlesnoye,54.3164096,47.6079588,,,,,,
balagansk,54.006798,103.054024,,,,,,
bartica,6.4053312,-58.6214256,,,,,,
bull savanna,17.88678,-77.59022,,,,,,
oussouye,12.4889623,-16.5432771,,,,,,
cherskiy,68.7427218,161.33244351843064,,,,,,
klichka,50.442791,117.999504,,,,,,
pervomayskiy,54.8657385,61.175015,,,,,,
alibag,18.6498427,72.8765469,,,,,,
nelson bay,-32.7218138,152.1440889,,,,,,
kota tinggi,1.7336743,103.9006975,,,,,,
nouadhibou,20.9127045,-17.0503094,,,,,,
kuching,1.5574127,110.3439862,,,,,,
balabac,7.9864527,117.0647312,,,,,,
kilrush,52.6397222,-9.4833283,,,,,,
asayita,11.5653325,41.4385892,,,,,,
ballina,-28.86574,153.5659468,,,,,,
khonuu,66.455612,143.223007,,,,,,
dunedin,-45.8740984,170.5035755,,,,,,
bam,29.1059864,58.3565663,,,,,,
teguise,29.0592518,-13.5602184,,,,,,
ulladulla,-35.3621503,150.4751713,,,,,,
kiunga,-6.1159886,141.2981755,,,,,,
yamada,39.4676541,141.9490556,,,,,,
bubaque,11.29969595,-15.833543367212418,,,,,,
calbuco,-41.7712143,-73.1275379,,,,,,
jardim,-21.479941,-56.148902,,,,,,
sidi ali,36.0997945,0.4206226,,,,,,
haines junction,60.7527212,-137.5100384,,,,,,
urengoy,65.9623488,78.3718646,,,,,,
teguldet,57.306404,88.167168,,,,,,
santa lucia,13.8250489,-60.975036,,,,,,
ati,13.2125691,18.3396857,,,,,,
byron bay,-28.6483333,153.6177778,,,,,,
burnie,-41.0523688,145.9064073,,,,,,
pandamatenga,-18.5506633,25.6316886,,,,,,
puerto suarez,-18.9631791,-57.7974552,,,,,,
sarh,9.1406471,18.3937969,,,,,,
wilmington,-32.6503937,138.0993552,,,,,,
floro,61.6002583,5.0349596,,,,,,
mackenzie,38.5809508,-90.3164013,,,,,,
ous,60.907768,61.517151,,,,,,
quepos,9.4319132,-84.162143,,,,,,
shelburne,43.7639539,-65.321384,,,,,,
saint-louis,48.7160783,7.1884164,,,,,,
padang,-0.9247587,100.3632561,,,,,,
palimbang,6.2102983,124.1883549,,,,,,
mercedes,-24.4504957,-54.1647255,,,,,,
san quintin,15.9843124,120.8131571,,,,,,
irbeyskoye,55.644501,95.456528,,,,,,
tecoanapa,16.9875,-99.258889,,,,,,
celestun,20.92215845,-90.29861911814496,,,,,,
esil,51.9601511,66.4088826,,,,,,
moshupa,-24.778208,25.415537,,,,,,
